t+AF8-degree+AF8-celsius,data,long,lat,hora,umidade,altitude,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct,data,long,lat,hora,t+AF8-degree+AF8-celsius,umidade,altitude,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct,data,long,lat,hora,t+AF8-degree+AF8-celsius,umidade,altitude,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct,data,long,lat,hora,t+AF8-degree+AF8-celsius,umidade,altitude,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct
18.8,20160612,596244,8273510,213051,59.3,159.6,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596244,8273510,213051,18.8,59.3,159.6,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596244,8273506,213050,18.8,59.2,159.7,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596245,8273514,213052,18.8,59.3,159.6,16.31,16.72,5.6,36.9,23.06,2.21
18.8,20160612,596245,8273514,213052,59.3,159.6,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596245,8273514,213052,18.8,59.3,159.6,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596244,8273510,213051,18.8,59.3,159.6,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596245,8273521,213053,18.8,59.3,159,16.31,16.72,5.6,36.9,23.06,2.21
18.8,20160612,596245,8273521,213053,59.3,159,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596245,8273521,213053,18.8,59.3,159,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596245,8273514,213052,18.8,59.3,159.6,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596246,8273528,213054,18.8,59.5,158.8,16.31,16.72,5.6,36.9,23.06,2.21
18.8,20160612,596246,8273528,213054,59.5,158.8,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596246,8273528,213054,18.8,59.5,158.8,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596246,8273534,213055,18.8,59.5,158.1,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596245,8273521,213053,18.8,59.3,159,16.31,16.72,5.6,36.9,23.06,2.21
18.8,20160612,596246,8273534,213055,59.5,158.1,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596246,8273534,213055,18.8,59.5,158.1,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596246,8273528,213054,18.8,59.5,158.8,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596247,8273542,213056,18.8,59.5,158,16.31,16.72,5.6,36.9,23.06,2.21
18.8,20160612,596247,8273542,213056,59.5,158,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596247,8273542,213056,18.8,59.5,158,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596246,8273534,213055,18.8,59.5,158.1,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596249,8273551,213057,18.8,59.4,158,16.31,16.72,5.6,36.9,23.06,2.21
18.8,20160612,596249,8273551,213057,59.4,158,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596249,8273551,213057,18.8,59.4,158,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596249,8273559,213058,18.8,59.4,158,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596247,8273542,213056,18.8,59.5,158,16.31,16.72,5.6,36.9,23.06,2.21
18.8,20160612,596249,8273559,213058,59.4,158,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596249,8273559,213058,18.8,59.4,158,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596250,8273566,213059,18.8,59.4,158.3,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596249,8273551,213057,18.8,59.4,158,16.31,16.72,5.6,36.9,23.06,2.21
18.8,20160612,596250,8273566,213059,59.4,158.3,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596250,8273566,213059,18.8,59.4,158.3,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596249,8273559,213058,18.8,59.4,158,16.31,16.72,5.6,36.9,23.06,2.21,20160612,596250,8273576,213100,18.8,59.4,158.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596250,8273576,213100,59.4,158.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596250,8273576,213100,18.8,59.4,158.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596251,8273585,213101,18.8,59.4,158.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596250,8273566,213059,18.8,59.4,158.3,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596251,8273585,213101,59.4,158.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596251,8273585,213101,18.8,59.4,158.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596250,8273576,213100,18.8,59.4,158.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596253,8273595,213102,18.8,59.4,158.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596253,8273595,213102,59.4,158.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596253,8273595,213102,18.8,59.4,158.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596255,8273604,213103,18.8,59.4,158.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596251,8273585,213101,18.8,59.4,158.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596255,8273604,213103,59.4,158.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596255,8273604,213103,18.8,59.4,158.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596253,8273595,213102,18.8,59.4,158.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596258,8273613,213104,18.8,59.4,158.4,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596258,8273613,213104,59.4,158.4,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596258,8273613,213104,18.8,59.4,158.4,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596255,8273604,213103,18.8,59.4,158.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596263,8273622,213105,18.8,59.4,158.7,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596263,8273622,213105,59.4,158.7,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596263,8273622,213105,18.8,59.4,158.7,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596267,8273630,213106,18.8,59.4,159.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596258,8273613,213104,18.8,59.4,158.4,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596267,8273630,213106,59.4,159.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596267,8273630,213106,18.8,59.4,159.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596263,8273622,213105,18.8,59.4,158.7,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596271,8273639,213107,18.8,59.4,159.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596271,8273639,213107,59.4,159.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596271,8273639,213107,18.8,59.4,159.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596267,8273630,213106,18.8,59.4,159.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596277,8273647,213108,18.8,59.4,159.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596277,8273647,213108,59.4,159.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596277,8273647,213108,18.8,59.4,159.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596281,8273656,213109,18.8,59.4,159.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596271,8273639,213107,18.8,59.4,159.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596281,8273656,213109,59.4,159.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596281,8273656,213109,18.8,59.4,159.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596286,8273664,213110,18.8,59.4,158.6,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596277,8273647,213108,18.8,59.4,159.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596286,8273664,213110,59.4,158.6,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596286,8273664,213110,18.8,59.4,158.6,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596289,8273671,213111,18.8,59.4,158.4,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596281,8273656,213109,18.8,59.4,159.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596289,8273671,213111,59.4,158.4,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596289,8273671,213111,18.8,59.4,158.4,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596293,8273677,213112,18.8,59.3,158.4,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596286,8273664,213110,18.8,59.4,158.6,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596293,8273677,213112,59.3,158.4,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596293,8273677,213112,18.8,59.3,158.4,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596296,8273682,213113,18.8,59.3,158.8,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596289,8273671,213111,18.8,59.4,158.4,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596296,8273682,213113,59.3,158.8,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596296,8273682,213113,18.8,59.3,158.8,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596293,8273677,213112,18.8,59.3,158.4,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596298,8273688,213114,18.8,59.3,158.4,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596298,8273688,213114,59.3,158.4,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596298,8273688,213114,18.8,59.3,158.4,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596300,8273691,213115,18.8,59.2,159.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596296,8273682,213113,18.8,59.3,158.8,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596300,8273691,213115,59.2,159.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596300,8273691,213115,18.8,59.2,159.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596298,8273688,213114,18.8,59.3,158.4,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596302,8273694,213116,18.8,59.2,159.3,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596302,8273694,213116,59.2,159.3,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596302,8273694,213116,18.8,59.2,159.3,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596303,8273697,213117,18.8,59.2,159.3,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596300,8273691,213115,18.8,59.2,159.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596303,8273697,213117,59.2,159.3,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596303,8273697,213117,18.8,59.2,159.3,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596304,8273699,213118,18.8,59.1,158.8,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596302,8273694,213116,18.8,59.2,159.3,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596304,8273699,213118,59.1,158.8,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596304,8273699,213118,18.8,59.1,158.8,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596305,8273700,213119,18.8,59.1,158.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596303,8273697,213117,18.8,59.2,159.3,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596305,8273700,213119,59.1,158.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596305,8273700,213119,18.8,59.1,158.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596305,8273700,213120,18.8,59.1,158.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596305,8273700,213121,18.8,59,159.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596305,8273700,213120,59.1,158.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596305,8273700,213120,18.8,59.1,158.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596305,8273700,213119,18.8,59.1,158.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596305,8273700,213121,18.8,59,159.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596305,8273700,213121,59,159.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596305,8273700,213121,18.8,59,159.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596305,8273700,213120,18.8,59.1,158.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596305,8273700,213122,18.8,59,159.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596305,8273700,213122,59,159.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596305,8273700,213122,18.8,59,159.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596305,8273700,213121,18.8,59,159.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596305,8273700,213120,18.8,59.1,158.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596305,8273699,213123,59,160.9,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596305,8273699,213123,18.8,59,160.9,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596304,8273699,213124,18.8,59.1,161.3,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596305,8273700,213122,18.8,59,159.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596304,8273699,213124,59.1,161.3,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596304,8273699,213124,18.8,59.1,161.3,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596304,8273699,213125,18.8,59.1,161.6,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596304,8273699,213126,18.8,59.1,161.5,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596304,8273699,213125,59.1,161.6,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596304,8273699,213125,18.8,59.1,161.6,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596304,8273699,213124,18.8,59.1,161.3,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596304,8273699,213126,18.8,59.1,161.5,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596304,8273699,213126,59.1,161.5,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596304,8273699,213126,18.8,59.1,161.5,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596304,8273699,213125,18.8,59.1,161.6,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596304,8273699,213127,18.8,59,161.5,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596304,8273699,213127,59,161.5,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596304,8273699,213127,18.8,59,161.5,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596304,8273699,213126,18.8,59.1,161.5,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596304,8273699,213125,18.8,59.1,161.6,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596304,8273698,213128,59,161.3,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596304,8273698,213128,18.8,59,161.3,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596304,8273698,213129,18.8,59,161.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596304,8273699,213127,18.8,59,161.5,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596304,8273698,213129,59,161.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596304,8273698,213129,18.8,59,161.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596304,8273698,213128,18.8,59,161.3,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596305,8273698,213130,18.8,59,161.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596305,8273698,213130,59,161.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596305,8273698,213130,18.8,59,161.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596305,8273698,213131,18.8,59,161.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596304,8273698,213129,18.8,59,161.2,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596305,8273698,213131,59,161.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596305,8273698,213131,18.8,59,161.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596305,8273698,213130,18.8,59,161.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596305,8273697,213132,18.8,59,161.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
18.8,20160612,596305,8273697,213132,59,161.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596305,8273697,213132,18.8,59,161.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596305,8273698,213131,18.8,59,161.1,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0,20160612,596306,8273697,213133,18.8,59,160.7,8.400709829876233,7.6093943811170766,5.276643518728101,49.021267734429465,29.691984535849127,0.0
