t+AF8-degree+AF8-celsius,data,long,lat,hora,umidade,altitude,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct,data,long,lat,hora,t+AF8-degree+AF8-celsius,umidade,altitude,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct,data,long,lat,hora,t+AF8-degree+AF8-celsius,umidade,altitude,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct,data,long,lat,hora,t+AF8-degree+AF8-celsius,umidade,altitude,cobpais+AF8-pct,cobarb+AF8-pct,soloexp+AF8-pct,apav+AF8-pct,aedf,aguapct
26.7,20160320,593905,8277769,204546,82.8,162.3,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204546,26.7,82.8,162.3,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204547,26.7,82.8,162.4,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204545,26.7,82.8,162.3,4.41,61.58,13.92,10.92,9.05,0.13
26.7,20160320,593905,8277769,204547,82.8,162.4,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204547,26.7,82.8,162.4,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204546,26.7,82.8,162.3,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204548,26.8,82.8,162.5,4.41,61.58,13.92,10.92,9.05,0.13
26.8,20160320,593905,8277769,204548,82.8,162.5,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204548,26.8,82.8,162.5,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204547,26.7,82.8,162.4,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204549,26.8,82.8,162.6,4.41,61.58,13.92,10.92,9.05,0.13
26.8,20160320,593905,8277769,204549,82.8,162.6,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204549,26.8,82.8,162.6,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204548,26.8,82.8,162.5,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204550,26.8,82.8,162.6,4.41,61.58,13.92,10.92,9.05,0.13
26.8,20160320,593905,8277769,204550,82.8,162.6,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204550,26.8,82.8,162.6,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204549,26.8,82.8,162.6,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204551,26.8,82.8,162.8,4.41,61.58,13.92,10.92,9.05,0.13
26.8,20160320,593905,8277769,204551,82.8,162.8,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204551,26.8,82.8,162.8,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204550,26.8,82.8,162.6,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204552,26.8,82.8,162.8,4.41,61.58,13.92,10.92,9.05,0.13
26.8,20160320,593905,8277769,204552,82.8,162.8,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204552,26.8,82.8,162.8,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204553,26.8,82.8,162.9,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204551,26.8,82.8,162.8,4.41,61.58,13.92,10.92,9.05,0.13
26.8,20160320,593905,8277769,204553,82.8,162.9,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204553,26.8,82.8,162.9,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204552,26.8,82.8,162.8,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204554,26.8,82.9,163,4.41,61.58,13.92,10.92,9.05,0.13
26.8,20160320,593905,8277769,204554,82.9,163,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204554,26.8,82.9,163,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204553,26.8,82.8,162.9,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204555,26.8,82.9,163,4.41,61.58,13.92,10.92,9.05,0.13
26.8,20160320,593905,8277769,204555,82.9,163,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204555,26.8,82.9,163,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204554,26.8,82.9,163,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204556,26.8,82.9,163.1,4.41,61.58,13.92,10.92,9.05,0.13
26.8,20160320,593905,8277769,204556,82.9,163.1,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204556,26.8,82.9,163.1,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204555,26.8,82.9,163,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204557,26.7,83.1,163.1,4.41,61.58,13.92,10.92,9.05,0.13
26.7,20160320,593905,8277769,204557,83.1,163.1,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204557,26.7,83.1,163.1,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204558,26.7,83.1,163.3,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204556,26.8,82.9,163.1,4.41,61.58,13.92,10.92,9.05,0.13
26.7,20160320,593905,8277769,204558,83.1,163.3,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204558,26.7,83.1,163.3,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204557,26.7,83.1,163.1,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204559,26.7,83.1,163.3,4.41,61.58,13.92,10.92,9.05,0.13
26.7,20160320,593905,8277769,204559,83.1,163.3,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204559,26.7,83.1,163.3,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204558,26.7,83.1,163.3,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204600,26.7,83,163.3,4.41,61.58,13.92,10.92,9.05,0.13
26.7,20160320,593905,8277769,204600,83,163.3,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204600,26.7,83,163.3,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204559,26.7,83.1,163.3,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204601,26.7,83,163.5,4.41,61.58,13.92,10.92,9.05,0.13
26.7,20160320,593905,8277769,204601,83,163.5,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204601,26.7,83,163.5,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204600,26.7,83,163.3,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204602,26.7,83,163.5,4.41,61.58,13.92,10.92,9.05,0.13
26.7,20160320,593905,8277769,204602,83,163.5,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204602,26.7,83,163.5,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204601,26.7,83,163.5,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204603,26.7,83.1,163.6,4.41,61.58,13.92,10.92,9.05,0.13
26.7,20160320,593905,8277769,204603,83.1,163.6,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204603,26.7,83.1,163.6,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204604,26.7,83.1,163.6,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204602,26.7,83,163.5,4.41,61.58,13.92,10.92,9.05,0.13
26.7,20160320,593905,8277769,204604,83.1,163.6,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204604,26.7,83.1,163.6,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204603,26.7,83.1,163.6,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204605,26.7,83.1,163.6,4.41,61.58,13.92,10.92,9.05,0.13
26.7,20160320,593905,8277769,204605,83.1,163.6,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204605,26.7,83.1,163.6,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204604,26.7,83.1,163.6,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204606,26.7,83.1,163.7,4.41,61.58,13.92,10.92,9.05,0.13
26.7,20160320,593905,8277769,204606,83.1,163.7,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204606,26.7,83.1,163.7,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204605,26.7,83.1,163.6,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204607,26.7,83.1,163.8,4.41,61.58,13.92,10.92,9.05,0.13
26.7,20160320,593905,8277769,204607,83.1,163.8,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204607,26.7,83.1,163.8,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204606,26.7,83.1,163.7,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204608,26.7,83.1,163.9,4.41,61.58,13.92,10.92,9.05,0.13
26.7,20160320,593905,8277769,204608,83.1,163.9,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204608,26.7,83.1,163.9,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204607,26.7,83.1,163.8,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204606,26.7,83.1,163.7,4.41,61.58,13.92,10.92,9.05,0.13
26.7,20160320,593905,8277770,204609,83.2,164,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277770,204609,26.7,83.2,164,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204610,26.7,83.2,164,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204608,26.7,83.1,163.9,4.41,61.58,13.92,10.92,9.05,0.13
26.7,20160320,593905,8277769,204610,83.2,164,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204610,26.7,83.2,164,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204608,26.7,83.1,163.9,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277770,204609,26.7,83.2,164,4.41,61.58,13.92,10.92,9.05,0.13
26.7,20160320,593905,8277770,204611,83.2,164.3,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277770,204611,26.7,83.2,164.3,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204610,26.7,83.2,164,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277770,204609,26.7,83.2,164,4.41,61.58,13.92,10.92,9.05,0.13
26.7,20160320,593905,8277769,204612,83.3,164.4,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204612,26.7,83.3,164.4,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204613,26.7,83.3,164.5,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204610,26.7,83.2,164,4.41,61.58,13.92,10.92,9.05,0.13
26.7,20160320,593905,8277769,204613,83.3,164.5,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204613,26.7,83.3,164.5,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204612,26.7,83.3,164.4,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204610,26.7,83.2,164,4.41,61.58,13.92,10.92,9.05,0.13
26.7,20160320,593907,8277767,204614,83.3,164.5,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593907,8277767,204614,26.7,83.3,164.5,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204613,26.7,83.3,164.5,4.41,61.58,13.92,10.92,9.05,0.13,20160320,593905,8277769,204612,26.7,83.3,164.4,4.41,61.58,13.92,10.92,9.05,0.13
28.1,20160320,596246,8273478,210100,72.6,153.9,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273478,210100,28.1,72.6,153.9,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273478,210101,28.1,72.6,153.9,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273478,210102,28.1,72.6,154,16.31,16.72,5.6,36.9,23.06,2.21
28.1,20160320,596246,8273478,210101,72.6,153.9,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273478,210101,28.1,72.6,153.9,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273478,210100,28.1,72.6,153.9,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273478,210102,28.1,72.6,154,16.31,16.72,5.6,36.9,23.06,2.21
28.1,20160320,596246,8273478,210102,72.6,154,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273478,210102,28.1,72.6,154,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273478,210101,28.1,72.6,153.9,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273478,210100,28.1,72.6,153.9,16.31,16.72,5.6,36.9,23.06,2.21
28.1,20160320,596246,8273479,210103,73.3,153.9,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273479,210103,28.1,73.3,153.9,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273479,210104,28.1,73.3,153.8,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273478,210102,28.1,72.6,154,16.31,16.72,5.6,36.9,23.06,2.21
28.1,20160320,596246,8273479,210104,73.3,153.8,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273479,210104,28.1,73.3,153.8,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273479,210103,28.1,73.3,153.9,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273479,210105,28.1,73.3,153.8,16.31,16.72,5.6,36.9,23.06,2.21
28.1,20160320,596246,8273479,210105,73.3,153.8,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273479,210105,28.1,73.3,153.8,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273479,210104,28.1,73.3,153.8,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273479,210106,28.1,73.3,153.8,16.31,16.72,5.6,36.9,23.06,2.21
28.1,20160320,596246,8273479,210106,73.3,153.8,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273479,210106,28.1,73.3,153.8,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273479,210107,28.1,73.3,153.6,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273479,210105,28.1,73.3,153.8,16.31,16.72,5.6,36.9,23.06,2.21
28.1,20160320,596246,8273479,210107,73.3,153.6,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273479,210107,28.1,73.3,153.6,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273479,210106,28.1,73.3,153.8,16.31,16.72,5.6,36.9,23.06,2.21,20160320,596246,8273479,210108,28.1,73.3,153.3,16.31,16.72,5.6,36.9,23.06,2.21
